Student Number,Gender,Age,Degree,Year Graduated,CGPA,Average Prof Grade,Average Elec Grade,OJT Grade,Leadership POS,Act Member POS,Soft Skills Ave,Hard Skills Ave,Employability
19-04023,Male,24,BSCS,2019,2.49,79.19,84.47,82.02,No,Yes,4,2,Not Employable
19-04024,Male,26,BSE,2019,3.48,81.48,79.44,98.2,No,No,3,2,Employable
15-04025,Male,20,BSIT,2015,2.91,84.8,72.88,73.41,Yes,No,4,2,Employable
24-04026,Male,31,BSE,2024,3.97,70.49,97.85,90.19,Yes,No,5,2,Employable
19-04027,Female,29,BSSE,2019,3.16,72.47,96.15,73.96,Yes,No,2,2,Employable
16-04028,Male,31,BSP,2016,3.27,77.73,93.74,85.74,Yes,No,1,3,Not Employable
21-04029,Female,24,BSSE,2021,2.74,86.62,90.82,86.1,No,Yes,2,5,Not Employable
17-04030,Male,30,BSHM,2017,3.47,93.03,85.47,71.28,Yes,No,3,5,Employable
18-04031,Female,31,BSHM,2018,2.99,90.59,96.92,98.62,Yes,Yes,3,3,Employable
17-04032,Male,22,BSE,2017,2.04,87.01,93.75,94.2,No,Yes,5,4,Not Employable
17-04033,Male,29,BSN,2017,3.22,81.92,94.48,79.09,Yes,Yes,3,1,Employable
18-04034,Female,31,BSN,2018,3.66,96.12,79.29,73.92,Yes,No,4,5,Not Employable
19-04035,Female,31,BSSE,2019,2.47,83.79,82.7,80.37,No,Yes,2,5,Employable
15-04036,Female,33,BSCS,2015,2.44,78.98,91.2,96.83,No,No,3,3,Employable
18-04037,Male,21,BSE,2018,3.22,88.88,81.13,73.98,No,No,5,5,Not Employable
22-04038,Female,21,BSSE,2022,3.64,90.76,84.82,80.48,No,Yes,1,5,Not Employable
24-04039,Female,28,BSE,2024,2.5,81.95,89.4,84.83,Yes,No,2,4,Not Employable
21-04040,Female,32,BSSE,2021,3.86,70.84,83.13,70.99,No,Yes,5,3,Employable
23-04041,Female,23,BSHM,2023,3.85,72.82,93.79,78.04,No,No,5,5,Employable
19-04042,Female,23,BSIT,2019,2.4,95.37,73.49,87.87,Yes,No,2,2,Not Employable
24-04043,Female,26,BSE,2024,2.53,71.7,91.54,79.72,No,Yes,5,3,Not Employable
18-04044,Female,29,BSIT,2018,3.4,87.76,74.36,96.12,No,Yes,1,4,Employable
22-04045,Female,29,BSHM,2022,3.9,75.51,98.14,98.1,No,No,1,1,Not Employable
23-04046,Female,32,BSN,2023,3.42,76.87,79.42,83.25,Yes,Yes,3,5,Employable
21-04047,Male,21,BSBA,2021,2.89,78.2,93.86,85.96,Yes,Yes,4,2,Not Employable
21-04048,Male,22,BSP,2021,2.34,71.15,85.64,88.92,Yes,No,3,2,Not Employable
19-04049,Female,22,BSP,2019,2.92,75.32,72.73,89.94,Yes,Yes,4,1,Employable
18-04050,Male,25,BSP,2018,3.21,89.51,87.48,71.9,No,Yes,2,3,Employable
24-04051,Male,22,BSHM,2024,2.66,84.96,97.37,71.61,Yes,No,5,4,Not Employable
15-04052,Female,30,BSHM,2015,3.02,93.92,74.72,95.97,Yes,Yes,3,5,Employable
24-04053,Female,24,BSN,2024,2.26,71.84,79.64,76.6,No,No,5,5,Employable
24-04054,Female,23,BSBA,2024,2.9,96.67,83.17,87.52,Yes,Yes,3,5,Employable
21-04055,Female,22,BSA,2021,2.18,99.89,78.25,88.74,Yes,No,3,2,Not Employable
15-04056,Female,27,BSP,2015,2.1,70.47,98.31,74.93,Yes,Yes,1,3,Not Employable
15-04057,Female,33,BSCS,2015,3.71,99.03,81.33,92.85,Yes,No,4,1,Employable
19-04058,Male,29,BSP,2019,2.41,77.08,89.74,95.98,Yes,No,2,3,Employable
23-04059,Female,22,BSA,2023,3.15,90.78,76.72,78.56,No,No,5,4,Not Employable
20-04060,Male,25,BSE,2020,2.3,78.77,76.59,96.34,No,Yes,3,4,Employable
17-04061,Female,32,BSN,2017,2.53,85.65,75.28,72.43,No,No,5,1,Not Employable
17-04062,Female,34,BSIT,2017,2.72,85.31,83.04,94.01,Yes,No,1,2,Not Employable
21-04063,Male,26,BSIT,2021,2.29,80.83,85.99,89.2,No,Yes,2,1,Not Employable
20-04064,Female,26,BSA,2020,2.09,91.53,70.32,87.49,No,No,4,4,Not Employable
23-04065,Female,21,BSP,2023,3.75,87.99,94.99,76.9,Yes,No,4,2,Not Employable
20-04066,Male,33,BSIT,2020,2.02,85.25,85.38,80.86,No,No,3,3,Employable
19-04067,Female,22,BSA,2019,2.12,99.49,74.72,97.31,No,No,2,4,Employable
24-04068,Male,31,BSHM,2024,3.61,98.2,72.02,83.97,Yes,Yes,4,2,Employable
21-04069,Female,29,BSSE,2021,2.56,98.66,71.9,87.83,No,Yes,2,2,Not Employable
15-04070,Female,29,BSHM,2015,3.45,96.44,77.73,98.08,No,Yes,5,5,Not Employable
21-04071,Male,34,BSP,2021,2.29,77.65,84.98,83.99,Yes,No,1,3,Employable
17-04072,Female,23,BSA,2017,2.47,80.5,95.81,81.65,Yes,Yes,2,2,Employable
23-04073,Male,26,BSE,2023,3.15,76.93,97.09,96.8,Yes,No,2,1,Not Employable
20-04074,Male,21,BSIT,2020,3.98,99.59,94.97,97.33,Yes,No,4,3,Not Employable
23-04075,Male,22,BSIT,2023,2.15,74.58,79.86,80.64,Yes,Yes,3,3,Employable
19-04076,Female,26,BSIT,2019,2.8,81,79.2,87.76,Yes,No,3,4,Employable
21-04077,Female,26,BSA,2021,2.09,75.97,99.62,98.91,Yes,No,5,3,Not Employable
18-04078,Male,34,BSHM,2018,2.4,76.7,90.44,71.66,No,Yes,4,3,Not Employable
21-04079,Female,29,BSE,2021,3.81,77.41,79.15,71.19,Yes,Yes,4,5,Not Employable
15-04080,Female,22,BSA,2015,2.19,89.19,79.87,85.5,Yes,No,1,3,Not Employable
21-04081,Female,31,BSP,2021,3.71,72.28,83.04,78.74,No,No,3,2,Not Employable
22-04082,Male,20,BSN,2022,2.36,87.18,88.65,87.46,Yes,No,4,1,Employable
19-04083,Female,31,BSP,2019,3.72,94.58,96.94,91.73,Yes,No,5,5,Not Employable
16-04084,Male,22,BSSE,2016,3.08,93,75.95,72.07,Yes,Yes,1,5,Employable
19-04085,Female,24,BSN,2019,3.76,74.54,72.53,96.47,No,Yes,3,5,Not Employable
20-04086,Female,26,BSP,2020,2.3,97.44,82.17,78.31,No,No,3,5,Not Employable
16-04087,Male,23,BSE,2016,3.52,93.1,77.36,81.44,No,Yes,3,4,Not Employable
20-04088,Female,32,BSBA,2020,3.36,70.16,87.28,80.11,No,No,1,5,Not Employable
20-04089,Male,32,BSBA,2020,3.09,92.12,90.98,95.2,Yes,Yes,5,4,Not Employable
15-04090,Female,30,BSBA,2015,3.62,92.12,79.32,75.12,No,Yes,5,4,Not Employable
15-04091,Male,30,BSSE,2015,3.3,84.9,90.56,70.86,No,No,4,3,Employable
24-04092,Female,34,BSSE,2024,3.75,71.38,80.29,99.15,No,Yes,4,1,Not Employable
17-04093,Female,20,BSBA,2017,2.76,87.4,89.05,99.42,Yes,No,3,3,Not Employable
24-04094,Female,25,BSIT,2024,3.18,92.97,88.99,77.73,No,Yes,2,4,Not Employable
24-04095,Male,21,BSN,2024,3.74,78.13,78.34,70.28,Yes,Yes,4,3,Not Employable
17-04096,Male,31,BSN,2017,2.43,90.01,89.07,89.38,Yes,No,5,2,Not Employable
18-04097,Male,22,BSIT,2018,2.97,80.62,81.43,89.45,Yes,Yes,3,5,Not Employable
16-04098,Female,23,BSHM,2016,3.92,87.22,80.09,98.21,No,Yes,5,5,Not Employable
23-04099,Male,25,BSBA,2023,2.95,81.54,78.68,78.95,Yes,No,3,4,Employable
24-04100,Male,25,BSIT,2024,2.51,79.11,80.37,75.69,Yes,Yes,1,3,Employable
21-04101,Male,26,BSA,2021,2.7,95.68,93.6,88.49,No,Yes,4,2,Employable
21-04102,Male,24,BSN,2021,3.77,92.62,77.36,86.91,No,No,1,2,Employable
20-04103,Male,26,BSA,2020,3.91,80.36,90.46,91.53,Yes,No,4,2,Employable
17-04104,Male,21,BSIT,2017,3.9,83.04,97.02,96.55,Yes,Yes,5,4,Employable
20-04105,Male,20,BSIT,2020,3.4,90.75,80.51,86.79,Yes,Yes,5,3,Employable
22-04106,Male,31,BSP,2022,3.02,94.33,70.89,74.5,Yes,No,2,2,Employable
22-04107,Male,29,BSP,2022,2.37,90.53,70.74,87.94,Yes,No,5,2,Not Employable
23-04108,Male,27,BSE,2023,2.25,86.23,74.19,81.22,No,Yes,3,3,Employable
15-04109,Female,20,BSE,2015,2.12,98.63,73.3,83.58,Yes,Yes,2,3,Employable
15-04110,Female,31,BSSE,2015,2.04,93.22,92.44,98.78,Yes,No,3,5,Employable
17-04111,Male,21,BSSE,2017,3.76,73.47,78.85,86.65,No,Yes,2,1,Employable
17-04112,Female,30,BSBA,2017,3.62,86.74,89.58,74.49,Yes,Yes,3,1,Not Employable
24-04113,Female,31,BSP,2024,3.14,82.29,71.27,83.29,Yes,No,2,2,Employable
22-04114,Male,29,BSBA,2022,4,93.85,78.87,76.85,Yes,Yes,4,3,Not Employable
24-04115,Male,25,BSIT,2024,3.91,71.34,77.02,74.06,No,Yes,4,5,Employable
15-04116,Male,20,BSBA,2015,3.31,82.32,78.31,91.37,Yes,No,2,4,Employable
16-04117,Female,29,BSIT,2016,2.93,79.55,75.72,88.86,No,Yes,1,1,Not Employable
16-04118,Male,22,BSN,2016,2.3,74.24,88.54,84.93,No,Yes,2,1,Not Employable
17-04119,Female,26,BSP,2017,3.03,81.36,89.88,82.7,No,No,1,3,Not Employable
20-04120,Male,31,BSE,2020,2.32,90.18,74.45,79.67,Yes,No,3,4,Employable
15-04121,Female,27,BSBA,2015,2.8,80.85,92.23,72.64,No,No,2,1,Not Employable
16-04122,Female,23,BSP,2016,3.89,87.4,77.5,78.98,Yes,Yes,1,5,Not Employable
15-04123,Male,31,BSN,2015,2.68,87.78,78.49,95.15,Yes,Yes,2,1,Not Employable
19-04124,Male,22,BSA,2019,2.31,87.61,94.86,93.51,No,Yes,4,3,Not Employable
21-04125,Female,20,BSE,2021,3.16,85.89,97.03,99.17,Yes,Yes,4,3,Not Employable
22-04126,Female,31,BSCS,2022,3.2,73.51,94.74,89.68,No,No,2,4,Not Employable
24-04127,Male,28,BSP,2024,2.39,76.55,74.43,86.61,No,No,2,1,Not Employable
15-04128,Male,29,BSHM,2015,2.39,94,99.98,78.88,Yes,No,5,4,Employable
21-04129,Female,25,BSP,2021,3.98,85.07,90.16,72.31,Yes,Yes,4,1,Not Employable
19-04130,Male,25,BSIT,2019,2.49,91.18,85.32,88.54,Yes,No,3,2,Employable
24-04131,Female,28,BSHM,2024,3.68,87.1,98.65,84.64,Yes,Yes,2,1,Not Employable
15-04132,Male,20,BSBA,2015,2.94,71.16,94.52,92.77,Yes,Yes,5,3,Employable
17-04133,Male,25,BSN,2017,2.87,93.89,90.75,82.36,No,Yes,2,3,Not Employable
21-04134,Male,31,BSHM,2021,2.59,71.93,95.15,99.57,Yes,No,4,2,Not Employable
24-04135,Female,24,BSBA,2024,3.55,98.3,81.56,81.93,Yes,Yes,1,1,Employable
15-04136,Male,32,BSBA,2015,3.76,76.46,90.53,79.99,Yes,Yes,1,1,Employable
21-04137,Female,30,BSBA,2021,2.52,85.37,75.72,96.13,No,No,4,3,Employable
19-04138,Male,34,BSIT,2019,2.19,71.91,99.64,81.87,No,No,3,2,Not Employable
15-04139,Female,25,BSHM,2015,2.27,96.85,87.67,96.13,No,Yes,5,3,Employable
15-04140,Female,33,BSSE,2015,3.59,99.4,94.43,70.82,Yes,Yes,2,2,Not Employable
15-04141,Male,30,BSN,2015,2.87,74.39,82.22,90.78,No,Yes,2,3,Not Employable
23-04142,Female,27,BSA,2023,2.26,78.87,92.76,72.16,No,No,2,5,Not Employable
17-04143,Female,24,BSP,2017,2.68,70.48,81.62,74.45,Yes,No,5,1,Not Employable
19-04144,Female,21,BSIT,2019,3.03,93.61,87.7,91,Yes,No,5,4,Not Employable
24-04145,Female,31,BSE,2024,3.7,79.34,93.34,78.69,Yes,No,4,5,Not Employable
23-04146,Male,31,BSA,2023,3.28,87.67,73.49,76.31,No,No,5,3,Not Employable
20-04147,Male,21,BSN,2020,2.35,71.18,80.7,94.05,No,Yes,2,2,Employable
23-04148,Male,29,BSIT,2023,2.32,91.46,86.35,98.39,No,Yes,2,4,Not Employable
22-04149,Female,24,BSA,2022,2.82,85.88,80.02,76.97,Yes,Yes,5,2,Not Employable
22-04150,Female,22,BSP,2022,2.15,91.75,79.28,79.52,Yes,Yes,5,2,Not Employable
15-04151,Male,29,BSBA,2015,3.51,93.69,78.45,91.42,No,No,4,1,Employable
23-04152,Male,22,BSBA,2023,2.8,72.68,76.83,94.46,No,No,1,3,Employable
20-04153,Female,27,BSN,2020,2.69,87.34,95.47,99.97,No,Yes,5,1,Employable
23-04154,Male,26,BSP,2023,3.02,89.5,97.71,78.2,Yes,Yes,1,2,Not Employable
17-04155,Male,20,BSA,2017,3.42,85.5,91.01,86.7,Yes,No,3,1,Not Employable
17-04156,Female,31,BSCS,2017,3.14,75.47,70.9,74.02,No,Yes,1,5,Employable
20-04157,Male,32,BSBA,2020,3.6,93.87,93.59,79.93,Yes,Yes,5,2,Not Employable
23-04158,Female,31,BSSE,2023,3.26,99.92,85.96,71.35,Yes,No,2,2,Employable
21-04159,Male,24,BSA,2021,3.58,99.08,92.74,76.33,Yes,Yes,2,5,Employable
17-04160,Female,28,BSBA,2017,3.39,93.33,83.12,85.2,No,No,5,2,Not Employable
17-04161,Female,23,BSA,2017,2.39,82.54,71.24,74.91,No,Yes,4,4,Employable
16-04162,Female,20,BSN,2016,2.1,80.12,90.45,96.68,Yes,Yes,5,4,Not Employable
23-04163,Female,27,BSE,2023,3.81,72.06,83.32,91.31,Yes,Yes,5,3,Employable
17-04164,Female,24,BSBA,2017,3.89,82.49,96.22,70.83,No,No,4,3,Not Employable
19-04165,Male,21,BSA,2019,3.45,74.68,92.14,96.3,No,No,4,1,Employable
23-04166,Male,34,BSE,2023,3.45,77.63,80.79,99.32,No,No,3,1,Employable
22-04167,Male,31,BSE,2022,2.54,96.76,91.72,85.06,No,No,3,5,Not Employable
16-04168,Female,20,BSSE,2016,3.08,99.06,84.86,79.44,Yes,No,3,5,Employable
17-04169,Male,33,BSE,2017,3.98,98.46,75.98,77.9,No,No,4,2,Employable
16-04170,Female,31,BSP,2016,3.71,75.8,82.6,72.62,No,Yes,1,3,Employable
22-04171,Female,31,BSE,2022,2.61,97.03,76.68,84.75,No,Yes,5,3,Not Employable
20-04172,Male,31,BSCS,2020,2.6,74.25,70.15,71.5,No,Yes,3,3,Employable
20-04173,Female,22,BSA,2020,2.97,85.23,77.4,85.12,No,Yes,1,3,Not Employable
23-04174,Male,28,BSE,2023,2.81,89.31,76.29,77.58,Yes,No,5,1,Employable
22-04175,Female,20,BSHM,2022,2.74,83.87,70.13,84.29,Yes,Yes,1,4,Employable
18-04176,Female,23,BSP,2018,3.25,98.56,93.52,82.55,Yes,No,2,5,Employable
18-04177,Male,27,BSIT,2018,2.02,80,72.31,79.15,No,Yes,2,5,Not Employable
23-04178,Female,27,BSP,2023,3.53,85.82,83.47,83.46,No,Yes,5,3,Employable
15-04179,Male,29,BSN,2015,3.48,72.26,82.54,84.22,Yes,No,1,3,Not Employable
16-04180,Female,31,BSIT,2016,3.66,95.57,75.44,95.01,No,No,1,1,Employable
16-04181,Male,30,BSSE,2016,3.68,82.4,99.01,89.97,No,Yes,4,1,Not Employable
20-04182,Female,32,BSP,2020,3.13,91.02,88.11,82.99,No,No,3,5,Employable
18-04183,Male,30,BSN,2018,3.56,90.47,94.41,97.16,No,No,5,3,Employable
24-04184,Male,27,BSP,2024,2.98,90.29,84.88,92.67,No,Yes,1,3,Employable
17-04185,Female,29,BSE,2017,3.9,85.21,91.68,72.27,No,No,3,5,Employable
17-04186,Male,27,BSBA,2017,2.38,78.33,99.09,74.61,Yes,No,5,1,Not Employable
17-04187,Female,23,BSBA,2017,3.83,88.75,80.45,72.45,No,No,1,5,Employable
20-04188,Female,27,BSN,2020,2.52,98.85,85.13,79.57,Yes,Yes,2,1,Not Employable
22-04189,Male,28,BSP,2022,2.21,95.02,85.44,83.07,No,No,1,1,Not Employable
21-04190,Male,26,BSN,2021,2.88,73.26,99.76,85.13,No,No,2,1,Not Employable
18-04191,Male,33,BSSE,2018,3.23,70.7,76.99,95.54,No,No,2,3,Employable
18-04192,Male,31,BSBA,2018,2.46,84.97,90.26,70.54,No,Yes,4,5,Not Employable
24-04193,Male,21,BSHM,2024,3.11,93.27,74.15,82.85,Yes,Yes,4,1,Not Employable
16-04194,Female,28,BSIT,2016,3.62,79.42,97.81,82.33,No,Yes,3,4,Not Employable
15-04195,Male,30,BSE,2015,2.51,91.04,87.71,98.42,Yes,No,5,1,Not Employable
23-04196,Female,27,BSHM,2023,3.16,97.96,95.78,77.23,Yes,Yes,3,1,Not Employable
16-04197,Male,32,BSHM,2016,2.68,83.77,96.86,73.67,Yes,No,4,1,Employable
22-04198,Male,24,BSA,2022,3.06,77.32,86.71,74.27,Yes,Yes,3,2,Employable
23-04199,Male,34,BSHM,2023,3.33,97.53,90.46,85.6,No,Yes,5,4,Employable
18-04200,Female,31,BSIT,2018,2.7,84.17,90.96,81.73,Yes,No,5,3,Employable
22-04201,Male,22,BSIT,2022,3.99,82.24,83.81,92.62,No,No,1,5,Employable
23-04202,Female,26,BSE,2023,3.13,80.6,83.05,79.7,Yes,No,3,5,Not Employable
24-04203,Female,33,BSN,2024,3.65,82.69,75.59,73.84,Yes,No,4,5,Employable
24-04204,Female,33,BSCS,2024,3.45,90.21,81.52,81.61,Yes,No,1,3,Employable
19-04205,Male,34,BSCS,2019,3.71,83.01,99.72,96.49,No,No,3,1,Not Employable
21-04206,Female,21,BSP,2021,2.35,79.73,78.1,82.17,Yes,No,5,4,Employable
24-04207,Male,32,BSP,2024,2.45,92.31,92.87,95.01,No,Yes,4,5,Employable
18-04208,Female,22,BSIT,2018,2.97,76.09,71.78,81.15,Yes,Yes,3,2,Not Employable
15-04209,Male,31,BSP,2015,3.7,76.06,84.02,78.44,Yes,Yes,5,2,Employable
17-04210,Female,28,BSA,2017,2.4,90.89,71.75,93.25,Yes,No,5,4,Employable
19-04211,Male,23,BSP,2019,3.94,96,84.27,76.28,No,Yes,3,5,Employable
17-04212,Male,23,BSSE,2017,2.26,77.24,70.83,76.95,No,No,3,1,Employable
21-04213,Male,22,BSSE,2021,2.35,75.73,88.4,71.49,No,Yes,4,5,Not Employable
23-04214,Female,24,BSA,2023,2.33,90.11,87.6,75.64,Yes,Yes,1,1,Employable
20-04215,Female,22,BSHM,2020,3.17,88.62,93.94,81.36,Yes,No,5,5,Employable
24-04216,Male,28,BSSE,2024,3.84,83.42,87.5,81.99,Yes,Yes,1,2,Employable
15-04217,Female,34,BSCS,2015,2.51,72.88,97.78,82.62,Yes,Yes,1,3,Not Employable
21-04218,Female,22,BSCS,2021,3.11,72.75,93.49,84.39,No,Yes,5,4,Employable
17-04219,Female,21,BSSE,2017,2.35,93.32,73.98,87.16,Yes,Yes,3,1,Employable
19-04220,Female,31,BSP,2019,3.26,83.55,77.96,75.68,No,Yes,5,3,Employable
24-04221,Female,24,BSCS,2024,2.25,95.74,70.79,88.42,No,No,1,1,Employable
18-04222,Female,25,BSSE,2018,2.98,87.24,81.58,80.1,No,No,4,4,Not Employable
24-04223,Female,20,BSHM,2024,3.31,88.56,85.29,92.02,Yes,Yes,5,3,Not Employable
19-04224,Male,33,BSE,2019,3.16,98.03,98.38,86.72,No,No,4,3,Not Employable
19-04225,Male,31,BSP,2019,2.28,74.94,85.67,86.63,No,No,3,4,Not Employable
20-04226,Female,30,BSP,2020,2.32,86.29,93.43,90.56,No,Yes,3,4,Not Employable
24-04227,Male,25,BSSE,2024,3.34,71.74,78.04,79.99,Yes,No,4,1,Not Employable
24-04228,Male,29,BSN,2024,3.62,80.77,74.59,82.88,No,No,4,3,Employable
20-04229,Male,22,BSBA,2020,3.82,74.44,94.33,87.49,No,No,5,4,Employable
22-04230,Female,23,BSSE,2022,3.63,75.64,77.42,82.65,No,Yes,3,1,Employable
22-04231,Female,25,BSA,2022,3.95,98.04,96.14,83.33,No,Yes,4,5,Employable
23-04232,Female,27,BSSE,2023,2.82,88.32,75.1,78.17,No,Yes,2,4,Not Employable
22-04233,Female,34,BSP,2022,2.66,96.76,95.55,78.62,No,Yes,5,3,Employable
16-04234,Female,28,BSE,2016,2.06,83.31,93.19,90.97,Yes,Yes,5,5,Not Employable
24-04235,Male,25,BSA,2024,2.9,87.93,88.34,70.13,No,Yes,2,4,Not Employable
15-04236,Female,26,BSIT,2015,3.3,70.96,95.51,72.86,Yes,Yes,3,2,Employable
24-04237,Male,34,BSIT,2024,3.63,84.09,79.92,98.46,Yes,No,4,3,Not Employable
16-04238,Female,33,BSN,2016,2.53,86.92,74.98,75.61,Yes,Yes,4,3,Employable
16-04239,Male,24,BSHM,2016,3.03,70.5,74.71,82.54,Yes,No,3,1,Not Employable
17-04240,Female,33,BSCS,2017,3.32,93.68,78.11,95.49,No,Yes,2,2,Not Employable
24-04241,Female,31,BSN,2024,3.1,78.86,83.39,70,Yes,Yes,2,4,Not Employable
21-04242,Female,34,BSIT,2021,2.55,83.57,96.28,97.76,No,Yes,2,2,Employable
16-04243,Female,28,BSCS,2016,3.59,86.07,72.69,71.6,No,Yes,5,4,Employable
15-04244,Female,23,BSHM,2015,2.35,99.77,97.46,75.13,No,No,4,1,Employable
20-04245,Female,29,BSCS,2020,3.81,72.98,97.76,70.87,Yes,Yes,1,5,Not Employable
23-04246,Male,30,BSHM,2023,3.91,86.66,91.82,85.59,No,No,5,2,Not Employable
17-04247,Female,25,BSBA,2017,2.73,85.92,97.01,98.29,No,No,5,3,Not Employable
20-04248,Male,24,BSA,2020,2.75,72.07,93.1,95.17,Yes,No,4,4,Not Employable
17-04249,Female,20,BSCS,2017,3.49,89.02,85.85,89.19,No,Yes,3,2,Employable
15-04250,Male,24,BSCS,2015,2.91,78.61,88.02,75.56,No,Yes,4,4,Employable
19-04251,Male,32,BSCS,2019,2.06,73.11,88.85,96.09,No,No,3,2,Employable
24-04252,Male,24,BSE,2024,3.84,75.36,73.81,92.64,Yes,Yes,4,3,Not Employable
18-04253,Male,33,BSE,2018,2.86,94.71,75.79,78.01,No,Yes,5,4,Employable
21-04254,Male,28,BSBA,2021,2.41,73.12,85.7,94.15,No,Yes,2,4,Not Employable
20-04255,Male,20,BSBA,2020,3.11,84.01,73.46,96.31,No,No,5,5,Not Employable
24-04256,Female,34,BSBA,2024,2.44,75.86,98.95,90.95,No,No,5,1,Not Employable
21-04257,Male,24,BSIT,2021,2.41,74.87,85.21,73.01,Yes,No,1,2,Employable
19-04258,Female,34,BSIT,2019,3.09,76.17,81.4,99.53,Yes,No,5,3,Not Employable
18-04259,Female,26,BSSE,2018,2.78,84.78,74.73,72.28,Yes,No,5,5,Not Employable
21-04260,Male,30,BSN,2021,3.15,77.13,82.5,89.63,No,Yes,5,5,Employable
21-04261,Male,25,BSA,2021,3.99,72.9,79.07,73.32,No,No,1,1,Not Employable
20-04262,Female,25,BSE,2020,3.72,94.04,72.64,97.16,No,No,3,3,Not Employable
22-04263,Male,31,BSHM,2022,2.02,86.19,99.01,80.5,Yes,No,1,2,Employable
18-04264,Male,26,BSA,2018,2.1,74.71,77.95,85.35,Yes,No,2,4,Not Employable
24-04265,Male,25,BSA,2024,3.22,84.14,90.71,75.36,No,Yes,3,1,Not Employable
19-04266,Male,24,BSHM,2019,3.25,72.05,72.74,86.4,No,Yes,1,4,Employable
18-04267,Male,29,BSP,2018,3.76,87.41,97.4,98.17,No,No,2,5,Not Employable
15-04268,Male,24,BSCS,2015,3.26,80.21,87.72,97.05,Yes,Yes,2,4,Not Employable
22-04269,Male,28,BSN,2022,2.46,73.11,89.71,71.92,No,No,4,2,Employable
15-04270,Female,33,BSSE,2015,2.94,75.51,93.45,81.35,Yes,No,4,2,Not Employable
19-04271,Male,27,BSBA,2019,3.62,80.37,88.18,78.02,Yes,No,5,4,Not Employable
20-04272,Female,33,BSHM,2020,3.85,94.19,72.13,84.44,No,Yes,3,4,Not Employable
20-04273,Female,31,BSIT,2020,2.47,75.21,82.89,95.01,No,Yes,1,1,Not Employable
19-04274,Female,34,BSBA,2019,3.08,73.29,77.86,92.17,No,No,5,2,Employable
17-04275,Female,29,BSHM,2017,2.32,85.48,84.6,80.32,Yes,No,3,4,Employable
19-04276,Male,33,BSBA,2019,2.99,86.76,82.13,81.48,No,No,4,3,Employable
22-04277,Female,23,BSCS,2022,2.18,72.71,94.8,89.63,Yes,Yes,1,1,Employable
16-04278,Female,23,BSCS,2016,3.88,78.53,77.41,75.83,Yes,No,2,1,Employable
20-04279,Female,29,BSCS,2020,3.28,77.88,76.04,73.08,No,No,2,1,Not Employable
23-04280,Female,24,BSBA,2023,3.71,75.59,98.74,77.28,No,Yes,5,1,Not Employable
22-04281,Female,32,BSCS,2022,4,79.47,98.49,73.72,Yes,No,5,4,Not Employable
22-04282,Male,32,BSE,2022,2.37,71.11,99.8,80.56,Yes,Yes,1,5,Not Employable
22-04283,Male,22,BSIT,2022,3.39,89.55,87.05,98.13,No,No,2,3,Employable
21-04284,Female,34,BSSE,2021,3.77,99.65,73.39,73.61,Yes,Yes,5,5,Not Employable
22-04285,Male,27,BSHM,2022,3.15,89.02,96.41,94.55,No,No,2,5,Employable
20-04286,Male,26,BSA,2020,3.28,80.83,74.35,86.04,No,No,4,4,Not Employable
16-04287,Female,24,BSBA,2016,2.82,90.04,74.67,88.99,No,Yes,5,1,Employable
16-04288,Female,29,BSBA,2016,3.35,87.15,75.8,75.1,No,No,3,1,Not Employable
22-04289,Female,22,BSIT,2022,2.79,95.4,89.6,74.54,Yes,Yes,5,4,Employable
15-04290,Male,34,BSP,2015,2.95,88.66,73.22,74.88,No,No,4,4,Employable
20-04291,Female,24,BSN,2020,2.21,89.02,93.35,90.01,No,Yes,1,2,Employable
20-04292,Male,22,BSHM,2020,2.02,76.65,71.75,92.43,Yes,No,2,1,Not Employable
18-04293,Male,29,BSP,2018,2.11,82.47,73.31,97.61,Yes,Yes,1,3,Not Employable
24-04294,Male,24,BSN,2024,2.39,80.33,83.03,81.95,No,Yes,5,2,Employable
17-04295,Female,20,BSA,2017,2.91,70.34,81.38,83.86,No,No,3,5,Employable
17-04296,Male,25,BSBA,2017,2.04,79.4,99.69,84.09,Yes,No,1,1,Not Employable
15-04297,Female,29,BSCS,2015,2.31,84.58,99.01,78.1,Yes,Yes,3,4,Employable
17-04298,Female,23,BSIT,2017,3.56,88,75.69,79.85,No,Yes,5,4,Not Employable
18-04299,Female,23,BSHM,2018,3.52,98.04,98.4,95.4,Yes,Yes,3,4,Employable
19-04300,Female,27,BSIT,2019,3.58,77.17,90.77,80.31,Yes,No,3,1,Not Employable
17-04301,Female,21,BSSE,2017,3.84,74.57,82.27,96.07,Yes,Yes,4,3,Employable
20-04302,Male,23,BSA,2020,2.24,96.08,92.19,79.16,Yes,Yes,1,4,Employable
19-04303,Male,34,BSSE,2019,2.33,98.26,97,80.2,No,Yes,5,1,Employable
17-04304,Male,21,BSN,2017,2.67,84.64,75.4,86.81,No,No,4,5,Employable
20-04305,Male,20,BSN,2020,3.83,73.46,75.88,73.09,No,No,3,2,Not Employable
20-04306,Male,29,BSE,2020,3.55,84.56,82.26,97.66,No,No,4,1,Not Employable
22-04307,Female,32,BSN,2022,2.65,73.28,75.08,94.61,Yes,Yes,4,1,Not Employable
16-04308,Female,32,BSP,2016,2.18,96.5,80.81,90.12,Yes,Yes,3,4,Not Employable
